slug,variant,hop_type,intermediate_concept,correct_answer,predicted,predicted_prob,model_correct,top_k_rank,rank_score,notes,total_transcoder_nodes,hop_feature_count,hop_feature_fraction,hop_mean_influence,hop_max_influence,hop_found_in_clerp,hop_groups,hop_found_in_groups,hop_found
harry-potter-birth,a3,work→author→country,J.K. Rowling,England,the,0.1183,False,2,0.8,,2089,0,0.0,0.0,0.0,False,[],False,False
relativity-birth,a0,achievement→scientist→country,Albert Einstein,Germany,Germany,0.1089,True,1,1.0,,2030,0,0.0,0.0,0.0,False,[],False,False
relativity-birth,a1,achievement→scientist→country,Albert Einstein,Germany,Germany,0.1089,True,1,1.0,,2030,0,0.0,0.0,0.0,False,[],False,False
relativity-birth,a2,achievement→scientist→country,Albert Einstein,Germany,Germany,0.1089,True,1,1.0,,2030,0,0.0,0.0,0.0,False,[],False,False
relativity-birth,a3,achievement→scientist→country,Albert Einstein,Germany,Germany,0.1089,True,1,1.0,,2030,0,0.0,0.0,0.0,False,[],False,False
fdr-president,a0,achievement→president→successor,Franklin D. Roosevelt,Truman,the,0.1825,False,3,0.6,,1872,0,0.0,0.0,0.0,False,[],False,False
fdr-president,a1,achievement→president→successor,Franklin D. Roosevelt,Truman,the,0.1825,False,3,0.6,,1872,0,0.0,0.0,0.0,False,[],False,False
fdr-president,a2,achievement→president→successor,Franklin D. Roosevelt,Truman,the,0.1825,False,3,0.6,,1872,0,0.0,0.0,0.0,False,[],False,False
fdr-president,a3,achievement→president→successor,Franklin D. Roosevelt,Truman,the,0.1825,False,3,0.6,,1872,0,0.0,0.0,0.0,False,[],False,False
andrew-johnson,a0,achievement→president→successor,Abraham Lincoln,Andrew Johnson,the,0.1846,False,2,0.8,,1949,0,0.0,0.0,0.0,False,[],False,False
andrew-johnson,a1,achievement→president→successor,Abraham Lincoln,Andrew Johnson,the,0.1846,False,2,0.8,,1949,0,0.0,0.0,0.0,False,[],False,False
andrew-johnson,a2,achievement→president→successor,Abraham Lincoln,Andrew Johnson,the,0.1846,False,2,0.8,,1949,0,0.0,0.0,0.0,False,[],False,False
andrew-johnson,a3,achievement→president→successor,Abraham Lincoln,Andrew Johnson,the,0.1846,False,2,0.8,,1949,0,0.0,0.0,0.0,False,[],False,False
john-adams,a0,achievement→president→successor,George Washington,John Adams,the,0.1369,False,2,0.8,Fort Necessity was Washington's first military engagement,1998,0,0.0,0.0,0.0,False,[],False,False
john-adams,a1,achievement→president→successor,George Washington,John Adams,the,0.1369,False,2,0.8,Fort Necessity was Washington's first military engagement,1998,0,0.0,0.0,0.0,False,[],False,False
john-adams,a2,achievement→president→successor,George Washington,John Adams,the,0.1369,False,2,0.8,Fort Necessity was Washington's first military engagement,1998,0,0.0,0.0,0.0,False,[],False,False
john-adams,a3,achievement→president→successor,George Washington,John Adams,the,0.1369,False,2,0.8,Fort Necessity was Washington's first military engagement,1998,0,0.0,0.0,0.0,False,[],False,False
donald-trump,a0,achievement→president→successor,Barack Obama,Donald Trump,the,0.1569,False,3,0.6,,1755,2,0.0011,0.352,0.3549,True,[],False,True
donald-trump,a1,achievement→president→successor,Barack Obama,Donald Trump,the,0.1569,False,3,0.6,,1755,2,0.0011,0.352,0.3549,True,[],False,True
donald-trump,a2,achievement→president→successor,Barack Obama,Donald Trump,the,0.1569,False,3,0.6,,1755,2,0.0011,0.352,0.3549,True,[],False,True
donald-trump,a3,achievement→president→successor,Barack Obama,Donald Trump,the,0.1569,False,3,0.6,,1755,2,0.0011,0.352,0.3549,True,[],False,True
warren-harding,a0,achievement→president→successor,Woodrow Wilson,Warren Harding,the,0.1595,False,3,0.6,,1950,0,0.0,0.0,0.0,False,[],False,False
warren-harding,a1,achievement→president→successor,Woodrow Wilson,Warren Harding,the,0.1595,False,3,0.6,,1950,0,0.0,0.0,0.0,False,[],False,False
warren-harding,a2,achievement→president→successor,Woodrow Wilson,Warren Harding,the,0.1595,False,3,0.6,,1950,0,0.0,0.0,0.0,False,[],False,False
warren-harding,a3,achievement→president→successor,Woodrow Wilson,Warren Harding,the,0.1595,False,3,0.6,,1950,0,0.0,0.0,0.0,False,[],False,False
vivaldi-nationality,a0,work→composer→nationality,Antonio Vivaldi,Italian,unknown,0.0944,False,2,0.8,,2058,0,0.0,0.0,0.0,False,[],False,False
vivaldi-nationality,a1,work→composer→nationality,Antonio Vivaldi,Italian,unknown,0.0944,False,2,0.8,,2058,0,0.0,0.0,0.0,False,[],False,False
vivaldi-nationality,a2,work→composer→nationality,Antonio Vivaldi,Italian,unknown,0.0944,False,2,0.8,,2058,0,0.0,0.0,0.0,False,[],False,False
vivaldi-nationality,a3,work→composer→nationality,Antonio Vivaldi,Italian,unknown,0.0944,False,2,0.8,,2058,0,0.0,0.0,0.0,False,[],False,False
stone-stars,a0,song→film→actress,La La Land,Emma Stone,Emma,0.0809,True,1,1.0,,2256,0,0.0,0.0,0.0,False,[],False,False
stone-stars,a1,song→film→actress,La La Land,Emma Stone,Emma,0.0809,True,1,1.0,,2256,0,0.0,0.0,0.0,False,[],False,False
stone-stars,a2,song→film→actress,La La Land,Emma Stone,Emma,0.0809,True,1,1.0,,2256,0,0.0,0.0,0.0,False,[],False,False
stone-stars,a3,song→film→actress,La La Land,Emma Stone,Emma,0.0809,True,1,1.0,,2256,0,0.0,0.0,0.0,False,[],False,False
gosling-stars,a0,song→film→actor,La La Land,Ryan Gosling,Ryan,0.1676,True,1,1.0,,2250,0,0.0,0.0,0.0,False,[],False,False
gosling-stars,a1,song→film→actor,La La Land,Ryan Gosling,Ryan,0.1676,True,1,1.0,,2250,0,0.0,0.0,0.0,False,[],False,False
gosling-stars,a2,song→film→actor,La La Land,Ryan Gosling,Ryan,0.1676,True,1,1.0,,2250,0,0.0,0.0,0.0,False,[],False,False
gosling-stars,a3,song→film→actor,La La Land,Ryan Gosling,Ryan,0.1676,True,1,1.0,,2250,0,0.0,0.0,0.0,False,[],False,False
da-vinci-painting,a0,work→artist→century,Leonardo da Vinci,15th century,the,0.1123,False,,0.0,Da Vinci born 1452,1895,0,0.0,0.0,0.0,False,[],False,False
da-vinci-painting,a1,work→artist→century,Leonardo da Vinci,15th century,the,0.1123,False,,0.0,Da Vinci born 1452,1895,0,0.0,0.0,0.0,False,[],False,False
da-vinci-painting,a2,work→artist→century,Leonardo da Vinci,15th century,the,0.1123,False,,0.0,Da Vinci born 1452,1895,0,0.0,0.0,0.0,False,[],False,False
da-vinci-painting,a3,work→artist→century,Leonardo da Vinci,15th century,the,0.1123,False,,0.0,Da Vinci born 1452,1895,0,0.0,0.0,0.0,False,[],False,False
hamilton-lead-actor,a0,work→actor,Hamilton,Lin-Manuel Miranda,after,0.2653,False,4,0.4,,1977,0,0.0,0.0,0.0,False,[],False,False
hamilton-lead-actor,a1,work→actor,Hamilton,Lin-Manuel Miranda,after,0.2653,False,4,0.4,,1977,0,0.0,0.0,0.0,False,[],False,False
hamilton-lead-actor,a2,work→actor,Hamilton,Lin-Manuel Miranda,after,0.2653,False,4,0.4,,1977,0,0.0,0.0,0.0,False,[],False,False
hamilton-lead-actor,a3,work→actor,Hamilton,Lin-Manuel Miranda,after,0.2653,False,4,0.4,,1977,0,0.0,0.0,0.0,False,[],False,False
