slug,prompt,intermediate_concept,correct_answer,hop_type,notes
winter-olympic-games-s1-11-ctx,"The Winter Olympic Games (French: Jeux olympiques d'hiver), also known as the Olympic Winter Games or simply the Winter Olympics, are a major international multi-sport event held once every four years for sports practiced on snow and ice. The Winter Olympics are usually held in February, during the winter",N/A,season,next-token prediction,wikipedia article: Winter Olympic Games | top1_prob: 0.431
metamorphosis-iii-s16-14-ctx,"The second bird pattern then becomes black-and-white triangles, which then become envelopes with wings. These winged envelopes then return to the black-and-white triangles and then to the original",N/A,bird,next-token prediction,wikipedia article: Metamorphosis III | top1_prob: 0.432
byzantines-s24-8-ctx,"There are various runic inscriptions left in Norway, Sweden and even in Athens by travellers and members of the Varangian Guard like Greece runestones and the Piraeus Lion which we meet the terms Grikkland (Greece) and Grikkr referring to their ventures in Byzantine Empire and their interaction with the Byzantines. The Byzantines are a Greek-speaking and Orthodox Christian",N/A,people,next-token prediction,wikipedia article: Byzantines | top1_prob: 0.368
indian-classical-music-s34-11-ctx,"The classic Sanskrit text Natya Shastra is at the foundation of the numerous classical music and dance traditions of India. Before Natyashastra was finalized, the ancient Indian traditions had classified musical",N/A,instruments,next-token prediction,wikipedia article: Indian classical music | top1_prob: 0.432
climate-change-mitigation-s14-11-ctx,"These changes are part of the fast carbon cycle, whereas fossil fuels release CO2 that was buried underground as part of the slow carbon cycle. Methane is a short-lived greenhouse gas that is produced by decaying",N/A,organic,next-token prediction,wikipedia article: Climate change mitigation | top1_prob: 0.432
military-of-the-mongol-empire-s32-9-ctx,"The Mongols have also used crossbows (possibly acquired from the Chinese), also both for infantry and cavalry, but these were rarely used in battle. During the Siege of Nishapur in 1221, the Mongols",N/A,used,next-token prediction,wikipedia article: Military of the Mongol Empire | top1_prob: 0.433
richy-ahmed-s5-14-ctx,"His music releases include ""The Drums"", which was named Pete Tong's Essential New Tune and more recently Sneaky Acid EP for Hot Creations' 50th release. Ahmed has joined the roster of artists taking part in the BBC Radio 1",N/A,essential,next-token prediction,wikipedia article: Richy Ahmed | top1_prob: 0.367
history-of-chess-s25-12-ctx,"The Mongols call the game shatar, and in Ethiopia it is called senterej, both evidently derived from shatranj. Chess spread directly from the Middle East to Russia, where chess became",N/A,known,next-token prediction,wikipedia article: History of chess | top1_prob: 0.367
nato-bombing-of-the-radio-television-of-serbia-headquarters-s15-11-ctx,There was considerable disagreement between the United States and the French government regarding the legitimacy and legality of the bombing. While giving a speech at the Overseas Press Club sixtieth anniversary,N/A,dinner,next-token prediction,wikipedia article: NATO bombing of the Radio Television of Serbia headquarters | top1_prob: 0.433
sonapah-s1-14-ctx,"Craft Tourism Village Sonapah is a village in tehsil Beerwah, district Budgam of the Jammu and Kashmir (India). As of the 2011 census, the population of Sonapah is 4900, of which 2300are",N/A,males,next-token prediction,wikipedia article: Sonapah | top1_prob: 0.366
chemistry-band-s3-10-ctx,"Their first single ""Pieces of a Dream"" was released on March 3, 2001, and was the best selling single that year (over 2 million). Most of their singles have reached #1 on the Oricon",N/A,charts,next-token prediction,wikipedia article: Chemistry (band) | top1_prob: 0.365
artificial-intelligence-s23-13-ctx,"Knowledge representation and knowledge engineering allow AI programs to answer questions intelligently and make deductions about real-world facts. Formal knowledge representations are used in content-based indexing and retrieval, scene interpretation, clinical",N/A,decision,next-token prediction,wikipedia article: Artificial intelligence | top1_prob: 0.364
amitzur-shapira-s14-8-ctx,"Reeve, Simon: One day in September. The full story of the 1972 Munich Olympics",N/A,massacre,next-token prediction,wikipedia article: Amitzur Shapira | top1_prob: 0.436
formation-and-evolution-of-the-solar-system-s15-8-ctx,"In roughly five billion years, the Sun's surface will cool as the hydrogen fusion to helium stops in the core of the Sun, becoming a subgiant, and over the next two and a half to three billion years thereafter, it will expand outward to many times its current diameter, becoming a red giant twice with an intermittent phase between the principal RGB and AGB phases, before casting off its outer layers as a planetary nebula and leaving behind a stellar remnant known as a white dwarf. In the distant future, the gravity of passing",N/A,stars,next-token prediction,wikipedia article: Formation and evolution of the Solar System | top1_prob: 0.436
fault-geology-s42-10-ctx,"In a normal fault, the hanging wall moves downward, relative to the footwall. The dip of most normal faults is at least 60",N/A,degrees,next-token prediction,wikipedia article: Fault (geology) | top1_prob: 0.436
garbage-collection-computer-science-s20-12-ctx,"Double free bugs, which occur when the program tries to free a region of memory that has already been freed, and perhaps already been allocated again. Certain kinds of memory leaks, in which a program fails to free",N/A,memory,next-token prediction,wikipedia article: Garbage collection (computer science) | top1_prob: 0.363
industrial-revolution-s31-8-ctx,"By the early 19th century, industrialisation had reached Western Europe and the United States, and by the late 19th century, Japan. The commencement of the Industrial Revolution is closely",N/A,linked,next-token prediction,wikipedia article: Industrial Revolution | top1_prob: 0.363
formation-and-evolution-of-the-solar-system-s39-10-ctx,"Late in the life of these stars, they ejected heavier elements into the interstellar medium. Some scientists have given the name Coatlicue to a hypothetical",N/A,star,next-token prediction,wikipedia article: Formation and evolution of the Solar System | top1_prob: 0.363
medicine-s21-14-ctx,"Differential diagnosis methods help to rule out conditions based on the information provided. During the encounter, properly informing the patient of all relevant facts is an important",N/A,part,next-token prediction,wikipedia article: Medicine | top1_prob: 0.362
sun-s17-9-ctx,"After the red giant phase, models suggest the Sun will shed its outer layers and become a dense type of cooling star (a white dwarf), and no longer produce energy by fusion, but will still glow and give off heat from its previous fusion for perhaps trillions of years. After that, it is theorised to become an extremely",N/A,dense,next-token prediction,wikipedia article: Sun | top1_prob: 0.438
sydney-opera-house-s30-11-ctx,"Utzon Room: A small multi-purpose venue for parties, corporate functions and small productions (such as chamber music performances). Yallamundi Rooms: A function space hosting up to 400 people, often",N/A,used,next-token prediction,wikipedia article: Sydney Opera House | top1_prob: 0.438
photovoltaic-system-s1-15-ctx,"A photovoltaic system, also called a PV system or solar power system, is an electric power system designed to supply usable solar power by means of photovoltaics. It consists of an arrangement of several components, including solar panels to absorb and convert",N/A,sunlight,next-token prediction,wikipedia article: Photovoltaic system | top1_prob: 0.438
military-of-the-mongol-empire-s8-12-ctx,"The Mongols protected their horses in the same way as they did themselves, covering them with lamellar armor. Horse armor was divided into five parts and designed to protect every",N/A,part,next-token prediction,wikipedia article: Military of the Mongol Empire | top1_prob: 0.361
french-revolution-of-1848-s8-12-ctx,"Supported by the ultra-royalists, Charles X was an extremely unpopular reactionary monarch whose aspirations were far more grand than those of his deceased brother. He had no desire to rule as a constitutional monarch, taking various",N/A,steps,next-token prediction,wikipedia article: French Revolution of 1848 | top1_prob: 0.439
rainforest-s23-12-ctx,"In Australia, dry rainforests have structurally complex species composition. These species can have various adaptations such as deciduousness or semi-deciduousness, reduced",N/A,leaf,next-token prediction,wikipedia article: Rainforest | top1_prob: 0.361
patsy-rodgers-s1-10-ctx,Patsy Rodgers was the first Stampede Queen of the Calgary Stampede. She became Stampede Queen in 1946 and returned as parade,N/A,marshal,next-token prediction,wikipedia article: Patsy Rodgers | top1_prob: 0.360
william-allen-canadian-politician-s11-15-ctx,"Robert Allen's father-in-law, Randall McDonnell, was the mayor of Mayo, Quebec for 13 consecutive years. In 1950, William Allen entered municipal politics with his election as an alderman on Toronto",N/A,city,next-token prediction,wikipedia article: William Allen (Canadian politician) | top1_prob: 0.440
climate-change-s2-10-ctx,Climate change in a broader sense also includes previous long-term changes to Earth's climate. The modern-day rise in global temperatures is driven by human,N/A,activities,next-token prediction,wikipedia article: Climate change | top1_prob: 0.440
island-s6-8-ctx,Islands are host to diverse plant and animal life. Oceanic islands have the sea as a natural,N/A,barrier,next-token prediction,wikipedia article: Island | top1_prob: 0.440
sennan-fielding-s13-15-ctx,"Fielding and Williams made their GT3 debut for Steller driving the Audi R8 LMS Evo at Brands Hatch and finished sixth overall. In 2023, Fielding formed part of Steller's driver lineup for their Michelin Le Mans Cup",N/A,campaign,next-token prediction,wikipedia article: Sennan Fielding | top1_prob: 0.441
2019-amazon-rainforest-wildfires-s19-12-ctx,"Human-driven deforestation of the Amazon rainforest has been a major concern for decades as the rainforest's impact on the global climate has been measured. From a global climate perspective, the Amazon has been the world's largest",N/A,carbon,next-token prediction,wikipedia article: 2019 Amazon rainforest wildfires | top1_prob: 0.442
armory-center-for-the-arts-s1-9-ctx,"The Armory Center for the Arts is a non-profit community arts organization that offers arts education programs and contemporary art exhibitions in Pasadena, California, United States. It originated as the education department of the Pasadena",N/A,art,next-token prediction,wikipedia article: Armory Center for the Arts | top1_prob: 0.442
impressionism-s10-10-ctx,Turner. They also painted realistic scenes of everyday life in natural,N/A,settings,next-token prediction,wikipedia article: Impressionism | top1_prob: 0.442
desert-ecology-s14-12-ctx,"Deserts are most notable for their dry climates; usually a result from their surrounding geography. For example, rain-blocking mountain ranges, and distance from oceans are two geographic",N/A,features,next-token prediction,wikipedia article: Desert ecology | top1_prob: 0.358
st-john-the-baptist-cathedral-carora-s1-14-ctx,The St. John the Baptist Cathedral (Spanish: Catedral de San Juan Bautista de Carora) or simply,N/A,cathedral,next-token prediction,"wikipedia article: St. John the Baptist Cathedral, Carora | top1_prob: 0.358"
software-architecture-s26-14-ctx,"Software architecture patterns operate at a higher level of abstraction than software design patterns, solving broader system-level challenges. While these patterns typically affect system-level concerns, the distinction between architectural patterns and architectural",N/A,styles,next-token prediction,wikipedia article: Software architecture | top1_prob: 0.357
middle-ages-s36-12-ctx,"Leonardo Bruni was the first historian to use tripartite periodisation in his History of the Florentine People (1442), with a middle period ""between the fall of the Roman Empire and the revival of city life sometime in late eleventh and twelfth centuries"". Tripartite periodisation became standard after the 17th-century German historian Christoph Cellarius divided",N/A,history,next-token prediction,wikipedia article: Middle Ages | top1_prob: 0.357
rudy-lozano-s16-11-ctx,"RLLA is associated with the Instituto Del Progreso Latino in Chicago. His son, Rudy Jr, ran for State Representative in the 23rd",N/A,district,next-token prediction,wikipedia article: Rudy Lozano | top1_prob: 0.443
george-mcavoy-s2-11-ctx,"The rest of his career, which lasted from 1951 to 1966, was spent in the minor leagues. McAvoy also played for the Canadian national team at the 1955",N/A,world,next-token prediction,wikipedia article: George McAvoy | top1_prob: 0.356
nude-photography-s27-11-ctx,"Music album covers often incorporate photography, at times including nude or semi-nude images. Album covers that have incorporated nudity have included those of performers",N/A,such,next-token prediction,wikipedia article: Nude photography | top1_prob: 0.444
mountain-island-north-carolina-s9-13-ctx,"The site at river's edge featured a partially completed canal around the shoals that could be used for a mill race, and a steep island whose top now rises from the lake. Machinery was moved from the Mount Hecla mill by mule-drawn wagon and operations",N/A,began,next-token prediction,"wikipedia article: Mountain Island, North Carolina | top1_prob: 0.356"
behavioural-genetics-s13-11-ctx,"Plato, for example, argued in The Republic that selective breeding among the citizenry to encourage the development of some traits and discourage others, what today might be called eugenics, was to be encouraged in the pursuit of an ideal society. Behavioural genetic concepts also existed during the English Renaissance, where William",N/A,shakespeare,next-token prediction,wikipedia article: Behavioural genetics | top1_prob: 0.356
history-of-science-s3-13-ctx,"Protoscience, early sciences, and natural philosophies such as alchemy and astrology that existed during the Bronze Age, Iron Age, classical antiquity and the Middle Ages, declined after the emergence of modern sciences during the Scientific Revolution. The earliest roots of scientific thinking and practice can be traced to Ancient",N/A,egypt,next-token prediction,wikipedia article: History of science | top1_prob: 0.444
the-voice-russian-tv-series-season-3-s4-12-ctx,"Alexandra Vorobyova was announced the winner on December 26, 2014, marking Alexander Gradsky's third win as a coach, thus expanding his winning streak to third seasons in a row. Leonid Agutin, Pelageya, Alexander Gradsky, and Dima Bilan return for their third",N/A,season,next-token prediction,wikipedia article: The Voice (Russian TV series) season 3 | top1_prob: 0.445
chulayarnnon-siriphol-s20-8-ctx,"Shadow Dancing: Where Can We Find a Silver Lining in Challenging Times? 17 March - 12 June 2022, Jim Thompson",N/A,art,next-token prediction,wikipedia article: Chulayarnnon Siriphol | top1_prob: 0.445
discrete-mathematics-s22-11-ctx,"Petri nets and process algebras are used to model computer systems, and methods from discrete mathematics are used in analyzing VLSI electronic circuits. Computational geometry applies algorithms to geometrical problems and representations of geometrical",N/A,objects,next-token prediction,wikipedia article: Discrete mathematics | top1_prob: 0.445
baroque-s37-11-ctx,"Baroque churches were designed with a large central space, where the worshippers could be close to the altar, with a dome or cupola high overhead, allowing light to illuminate the church below. The dome was one of the central symbolic features of Baroque",N/A,architecture,next-token prediction,wikipedia article: Baroque | top1_prob: 0.445
winter-olympic-games-s36-8-ctx,"A winter sports week with speed skating, figure skating, ice hockey and Nordic skiing were planned, but the 1916 Olympics was cancelled after the outbreak of World War I. The first Olympics after the war, the 1920",N/A,summer,next-token prediction,wikipedia article: Winter Olympic Games | top1_prob: 0.355
artificial-general-intelligence-s4-10-ctx,"Creating AGI is a stated goal of technology companies such as OpenAI, Google, xAI, and Meta. A 2020 survey identified 72 active AGI research and development",N/A,projects,next-token prediction,wikipedia article: Artificial general intelligence | top1_prob: 0.445
heroic-age-of-antarctic-exploration-s2-13-ctx,"During the Heroic Age, the Antarctic region became the focus of international efforts that resulted in intensive scientific and geographical exploration by 17 major Antarctic expeditions launched from ten countries. The common factor in these expeditions was the limited nature of the resources",N/A,available,next-token prediction,wikipedia article: Heroic Age of Antarctic Exploration | top1_prob: 0.446
high-renaissance-s2-13-ctx,"Most art historians state that the High Renaissance started between 1490 and 1500, and ended in 1520 with the death of Raphael, although some say the High Renaissance ended about 1525, or in 1527 with the Sack of Rome by the mutinous army of Charles V, Holy Roman Emperor, or about 1530. The best-known exponents of painting, sculpture, and architecture of the High Renaissance include",N/A,leonardo,next-token prediction,wikipedia article: High Renaissance | top1_prob: 0.354
mongol-empire-s19-15-ctx,"The Mongol Empire is also referred to as the ""Mongolian Empire"" or the ""Mongol World Empire"" in some English sources. The empire referred to itself as the Nation of the Great Mongols or the Great",N/A,mongol,next-token prediction,wikipedia article: Mongol Empire | top1_prob: 0.446
alan-wells-s23-11-ctx,"In his only one-day international, an England victory over the West Indies, his innings was limited by the solidity of England's higher order batting, especially captain Michael Atherton who made his first one-day international century, Wisden observing that ""Wells, making his England debut at 33, had to walk out for a ten-minute thrash after Atherton finally departed to a standing ovation"". It was a similar story in his only Test match three",N/A,months,next-token prediction,wikipedia article: Alan Wells | top1_prob: 0.446
medieval-music-s35-13-ctx,"Other plucked stringed instruments included the mandore, gittern, citole and psaltery. The bowed lyra of the Byzantine Empire was the first recorded European bowed",N/A,string,next-token prediction,wikipedia article: Medieval music | top1_prob: 0.446
elizabeth-burchenal-s20-12-ctx,"Ward Crampton) Folk Dances and Singing Games (3 vol., 1909, 1922) ""Athletics for Girls"" (1909, with Jennie Bradley Roessing) Dances of the People (1913) Folk Dances of Denmark (1915) American Country Dances (1917) ""A Constructive Program of Athletics for School Girls: Policy, Method and Activities"" (1919) Folk Dances from Old Homelands (1922) Folk-dancing as a Popular Recreation: A Handbook (1922) National Dances of Ireland (1925) Three Old American Quadrilles (1926) Four Folk Games from Sweden, Finland, Czechoslovakia (1928) Five Folk Dances (1929) Folk Dances of Germany (1938) ""Folk Dances of the United States: Regional Types and Origins"" (1951) Burchenal died in 1959, probably in her eighties, in Brooklyn. Silent footage of Elizabeth Burchenal leading a large group adults in folk",N/A,dancing,next-token prediction,wikipedia article: Elizabeth Burchenal | top1_prob: 0.446
old-st-mary-s-cemetery-wrought-iron-cross-site-s4-15-ctx,The listing included 55 contributing objects. The National Register database listing for this site does not identify any specific blacksmith whose,N/A,work,next-token prediction,"wikipedia article: Old St. Mary's Cemetery, Wrought-Iron Cross Site | top1_prob: 0.446"
counterspy-meets-scotland-yard-s2-12-ctx,"John, Ron Randell and Amanda Blake. It was the second of two film adaptations based on the radio",N/A,series,next-token prediction,wikipedia article: Counterspy Meets Scotland Yard | top1_prob: 0.353
island-nation-s7-15-ctx,"Casting was a challenge, as several local actors and actresses declined roles in the series, for fear of compromising their ability to work in China. Cinema Escapist described Island Nation as ""one of the most compelling series in Taiwanese entertainment",N/A,history,next-token prediction,wikipedia article: Island Nation | top1_prob: 0.353
eugeny-kenig-s29-10-ctx,"Sorensen), London a.o.: Elsevier, 2014 Kenig, E.Y. A Framework for the Modeling of Reactive Separations, In: Process",N/A,systems,next-token prediction,wikipedia article: Eugeny Kenig | top1_prob: 0.352
history-of-astronomy-s36-11-ctx,"Those descriptions verified ancient knowledge of the Nebra sky disc's celestial depiction as the precise arrangement needed to judge when to insert the intercalary month into a lunisolar calendar, making it an astronomical clock for regulating such a calendar a thousand or more years before any other known method. The Kokino site, discovered in 2001, sits atop an extinct volcanic",N/A,cone,next-token prediction,wikipedia article: History of astronomy | top1_prob: 0.448
filipino-psychology-s17-8-ctx,Filipino Psychology emerged and grew as part of the nationalist indigenization movement in the Philippines that was formalized in 1975. The roots of Filipino Psychology can be traced,N/A,back,next-token prediction,wikipedia article: Filipino psychology | top1_prob: 0.448
exoplanet-s15-9-ctx,"The nearest exoplanets are located 4.2 light-years (1.3 parsecs) from Earth and orbit Proxima Centauri, the closest star to the Sun. At the other extreme, there is evidence for extragalactic",N/A,planets,next-token prediction,wikipedia article: Exoplanet | top1_prob: 0.448
henry-grinnell-s10-14-ctx,"A few years later, with the addition of Henry's brother-in-law, Robert Bowne Minturn, the firm became Grinnell, Minturn & Company, whose operations were greatly expanded by its entry into the general shipping business. The company became one of the strongest and best known mercantile houses in New",N/A,york,next-token prediction,wikipedia article: Henry Grinnell | top1_prob: 0.449
opera-s15-14-ctx,"The mid-to-late 19th century was a golden age of opera, led and dominated by Giuseppe Verdi in Italy and Richard Wagner in Germany. The popularity of opera continued through the verismo era in Italy and contemporary French",N/A,opera,next-token prediction,wikipedia article: Opera | top1_prob: 0.449
music-theory-s3-8-ctx,"The musicological approach to theory differs from musical analysis ""in that it takes as its starting-point not the individual work or performance but the fundamental materials from which it is built."" Music theory is frequently concerned with describing how musicians and composers make music, including tuning systems and composition methods among other topics. Because of the ever-expanding conception of what constitutes",N/A,music,next-token prediction,wikipedia article: Music theory | top1_prob: 0.449
taxonomy-biology-s5-14-ctx,"The Swedish botanist Carl Linnaeus is regarded as the founder of the current system of taxonomy, having developed a ranked system known as Linnaean taxonomy for categorizing organisms. With advances in the theory, data and analytical technology of biological systematics, the Linnaean",N/A,system,next-token prediction,wikipedia article: Taxonomy (biology) | top1_prob: 0.449
scholasticism-s35-11-ctx,"At the same time, the School of Chartres produced Bernard of Chartres's commentaries on Plato's Timaeus and a range of works by William of Conches that attempted to reconcile the use of classical pagan and philosophical sources in a medieval Christian concept using the kludge of integumentum, treating the obviously heretical surface meanings as coverings disguising a deeper (and more orthodox) truth. Abelard himself was condemned by Bernard of Clairvaux at the 1141",N/A,council,next-token prediction,wikipedia article: Scholasticism | top1_prob: 0.351
evolutionary-biology-s30-9-ctx,"Another way is by perceived taxonomic group, with fields such as zoology, botany, and microbiology, reflecting what was once seen as the major divisions of life. A third way is by approaches, such as field",N/A,biology,next-token prediction,wikipedia article: Evolutionary biology | top1_prob: 0.351
golden-gate-girls-s24-15-ctx,"Kevin M. Thomas of San Francisco's The Examiner praised Golden Gate Girls as ""more than a loving",N/A,tribute,next-token prediction,wikipedia article: Golden Gate Girls | top1_prob: 0.449
sun-s1-14-ctx,"The Sun is the star located at the centre of the Solar System. It is a massive sphere of hot plasma, heated to incandescence by nuclear fusion",N/A,reactions,next-token prediction,wikipedia article: Sun | top1_prob: 0.350
spacex-s5-14-ctx,"The company is credited with advances in rocket propulsion, reusable launch vehicles, human spaceflight, and satellite constellation technology. Musk controls 42% of the outstanding shares of SpaceX and 85% of the voting",N/A,power,next-token prediction,wikipedia article: SpaceX | top1_prob: 0.350
rural-municipality-of-mount-pleasant-no-2-s12-10-ctx,"With a land area of 772.71 km2 (298.34 sq mi), it had a population density of 0.5/km2 (1.4/sq mi) in 2021. In the 2016 Census of Population, the RM of Mount",N/A,pleasant,next-token prediction,wikipedia article: Rural Municipality of Mount Pleasant No. 2 | top1_prob: 0.350
italian-renaissance-painting-s19-12-ctx,"The advent of movable type printing in the 15th century meant that ideas could be disseminated easily, and an increasing number of books were written for a broad public. The development of oil paint and its introduction to Italy had lasting",N/A,effects,next-token prediction,wikipedia article: Italian Renaissance painting | top1_prob: 0.450
world-war-i-s10-12-ctx,"The United Kingdom entered the war after Germany invaded Belgium, and the Ottoman Empire joined the Central Powers in November. Germany's strategy in 1914 was to quickly defeat France before transferring its",N/A,forces,next-token prediction,wikipedia article: World War I | top1_prob: 0.450
climate-s38-9-ctx,"The density and type of vegetation coverage affects solar heat absorption, water retention, and rainfall on a regional level. Alterations in the quantity of atmospheric greenhouse gases (particularly",N/A,carbon,next-token prediction,wikipedia article: Climate | top1_prob: 0.451
primera-divisi-n-de-f-tbol-profesional-apertura-2007-s8-13-ctx,The following players: have played at least one apertura game for the respective club. have not been capped for the El Salvador national football team on any,N/A,level,next-token prediction,wikipedia article: Primera División de Fútbol Profesional Apertura 2007 | top1_prob: 0.349
mongol-empire-s2-9-ctx,"Originating in present-day Mongolia in East Asia, the medieval empire at its height stretched from the Sea of Japan to Eastern Europe, extending northward into Siberia and east and southward into the Indian subcontinent, mounting invasions of Southeast Asia, and conquering the Iranian Plateau; and reaching westward as far as the Levant and the Carpathian Mountains. The empire emerged from the unification of several nomadic",N/A,tribes,next-token prediction,wikipedia article: Mongol Empire | top1_prob: 0.452
military-of-the-mongol-empire-s30-9-ctx,"The present bowmaking tradition emerged after independence in 1921 and is based on Manchu types of bow, somewhat different from the bows known to have been used by the Mongol Empire. Mounted archery had fallen into disuse and has been",N/A,revived,next-token prediction,wikipedia article: Military of the Mongol Empire | top1_prob: 0.348
space-exploration-s32-14-ctx,"The spacecraft completed one orbit around the globe, lasting about 1 hour and 48 minutes. Gagarin's flight resonated around the world; it was a demonstration of the advanced Soviet",N/A,space,next-token prediction,wikipedia article: Space exploration | top1_prob: 0.348
elizabeth-burchenal-s6-11-ctx,"Burchenal taught physical education classes at Teachers College, Columbia University from 1903 to 1905. She was executive secretary of the Girls' Branch of the Public",N/A,school,next-token prediction,wikipedia article: Elizabeth Burchenal | top1_prob: 0.452
nude-photography-s19-13-ctx,A feature of this form of advertising is that the imagery used typically has no connection to the product being advertised. The purpose of such imagery is to attract the attention of a potential,N/A,customer,next-token prediction,wikipedia article: Nude photography | top1_prob: 0.453
genetics-s13-15-ctx,"The intracellular or extracellular environment of a living cell or organism may increase or decrease gene transcription. A classic example is two seeds of genetically identical corn, one placed in a temperate",N/A,climate,next-token prediction,wikipedia article: Genetics | top1_prob: 0.347
alternative-medicine-s19-14-ctx,"Terminology has shifted over time, reflecting the preferred branding of practitioners. For example, the department of the United States National Institutes of Health studying alternative",N/A,medicine,next-token prediction,wikipedia article: Alternative medicine | top1_prob: 0.346
panama-canal-fence-s25-8-ctx,"On December 31, 1999, the United States handed over full control of the canal to Panama. The existence and purpose of the various Canal",N/A,zone,next-token prediction,wikipedia article: Panama Canal fence | top1_prob: 0.346
ancient-olympic-games-s40-14-ctx,"Areas around the Mediterranean had a long tradition of physical activities, even though they did not seem to hold regular competitions, with the events being probably the preserve of kings and upper classes. The earliest evidence of athletic tradition in Greece come from late Bronze Age artistic",N/A,representations,next-token prediction,wikipedia article: Ancient Olympic Games | top1_prob: 0.345
opera-web-browser-s9-10-ctx,"In 2019, Opera introduced Opera GX, a gaming-themed version of Opera with additional gaming-related features. The browser has a feature called mods which made it",N/A,possible,next-token prediction,wikipedia article: Opera (web browser) | top1_prob: 0.455
nato-bombing-of-the-radio-television-of-serbia-headquarters-s18-10-ctx,"If, in fact, they're off the air even temporarily, as all of you know, one of the three key pillars, along with the security forces and the secret police, have been at least temporarily removed. And it is an enormously important and, I think, positive",N/A,development,next-token prediction,wikipedia article: NATO bombing of the Radio Television of Serbia headquarters | top1_prob: 0.456
mooring-oceanography-s20-11-ctx,"Profiling crawlers, or prawlers, are sensor bodies which climb and descend the cable to observe at multiple depths. The energy to move is ""free"" in the sense that wave",N/A,energy,next-token prediction,wikipedia article: Mooring (oceanography) | top1_prob: 0.458
the-cambridge-medieval-history-s2-15-ctx,"Publication was delayed by the First World War and changes in the editorial team. The work was planned by John Bagnell Bury, Regius Professor of Modern History at Cambridge",N/A,university,next-token prediction,wikipedia article: The Cambridge Medieval History | top1_prob: 0.458
formation-and-evolution-of-the-solar-system-s24-10-ctx,"The most significant criticism of the hypothesis was its apparent inability to explain the Sun's relative lack of angular momentum when compared to the planets. However, since the early 1980s studies of young stars have",N/A,shown,next-token prediction,wikipedia article: Formation and evolution of the Solar System | top1_prob: 0.342
classical-african-civilization-s11-8-ctx,"Oyo Empire, a kingdom in present-day Nigeria, was founded in the 1300s. It was established by Oranmiyan of the Yoruba",N/A,people,next-token prediction,wikipedia article: Classical African civilization | top1_prob: 0.342
mooring-oceanography-s11-9-ctx,"In deeper waters, areas covered by sea ice, areas within or near shipping lanes and areas that are prone to theft or vandalism, moorings are often submerged with no surface markers. A submerged mooring typically uses an acoustic or timed",N/A,release,next-token prediction,wikipedia article: Mooring (oceanography) | top1_prob: 0.342
marco-polo-sings-a-solo-s20-11-ctx,"David Cosier, costume design by Teresa Snider-Stein, lighting design by Brian Aldous, and sound design by Red Ramona. The cast starred Opal Alladin (Freydis), Beeson Carroll (Lusty McBride), Chuck",N/A,cooper,next-token prediction,wikipedia article: Marco Polo Sings a Solo | top1_prob: 0.341
list-of-egyptian-deities-s3-15-ctx,"Many Egyptian texts mention deities' names without indicating their character or role, while other texts refer to specific deities without even stating their name, so a complete list of them is difficult to assemble. This list does not include any Pharaohs who were usually deified, some within their own",N/A,lifetime,next-token prediction,wikipedia article: List of Egyptian deities | top1_prob: 0.459
tundra-s33-14-ctx,"Research in Alaska has shown fire-event return intervals (FRIs) that typically vary from 150 to 200 years, with dryer lowland areas burning more frequently than wetter highland areas. The biodiversity of tundras is low: 1,700 species of vascular plants and only 48",N/A,species,next-token prediction,wikipedia article: Tundra | top1_prob: 0.459
medicine-s8-11-ctx,"Prescientific forms of medicine, now known as traditional medicine or folk medicine, remain commonly used in the absence of scientific medicine and are thus called alternative medicine. Alternative treatments outside of scientific medicine with ethical, safety and efficacy",N/A,concerns,next-token prediction,wikipedia article: Medicine | top1_prob: 0.341
victoria-falls-airport-s3-11-ctx,"The airport operates 12 hours per day, with immigration and customs services available. It offers facilities and services including aircraft parking, cargo and passenger",N/A,handling,next-token prediction,wikipedia article: Victoria Falls Airport | top1_prob: 0.460
human-skin-color-s9-11-ctx,"Color is not entirely uniform across an individual's skin; for example, the skin of the palm and the soles of the feet is lighter than most other skin; this is more noticeable in darker-skinned people. There is a direct correlation between the geographic distribution of ultraviolet",N/A,radiation,next-token prediction,wikipedia article: Human skin color | top1_prob: 0.460
wrestling-at-the-1952-summer-olympics-men-s-freestyle-bantamweight-s2-11-ctx,"Nations were limited to one competitor. Bantamweight was the second-lightest category, including wrestlers weighing 52 to 57",N/A,kilograms,next-token prediction,wikipedia article: Wrestling at the 1952 Summer Olympics – Men's freestyle bantamweight | top1_prob: 0.340
physical-oceanography-s36-8-ctx,"However, localized factors such as evaporation, precipitation, river runoff, and ice formation or melting cause significant variations in salinity. These variations are often most evident in coastal",N/A,areas,next-token prediction,wikipedia article: Physical oceanography | top1_prob: 0.340
rainforest-s2-9-ctx,"Rainforests can generally be classified as tropical rainforests or temperate rainforests, but other types have been described. Estimates vary from 40% to 75% of all biotic",N/A,species,next-token prediction,wikipedia article: Rainforest | top1_prob: 0.460
soap-opera-s15-8-ctx,"Soap operas seldom conclude all their storylines at the same time. When one story thread ends, there are several",N/A,others,next-token prediction,wikipedia article: Soap opera | top1_prob: 0.340
national-museum-of-egyptian-civilization-s22-11-ctx,"In late 2017, Zahi Hawass reported that Francis Ricciardone, the president of the American University in Cairo, donated 5,000 of its artifacts to the National Museum of Egyptian Civilization. The museum hosted the final draw of the 2021 World Men's",N/A,handball,next-token prediction,wikipedia article: National Museum of Egyptian Civilization | top1_prob: 0.340
