slug,prompt,transcoder_set
chulayarnnon-siriphol-s20-8-ctx,"Shadow Dancing: Where Can We Find a Silver Lining in Challenging Times? 17 March - 12 June 2022, Jim Thompson",gemma
discrete-mathematics-s22-11-ctx,"Petri nets and process algebras are used to model computer systems, and methods from discrete mathematics are used in analyzing VLSI electronic circuits. Computational geometry applies algorithms to geometrical problems and representations of geometrical",gemma
baroque-s37-11-ctx,"Baroque churches were designed with a large central space, where the worshippers could be close to the altar, with a dome or cupola high overhead, allowing light to illuminate the church below. The dome was one of the central symbolic features of Baroque",gemma
winter-olympic-games-s36-8-ctx,"A winter sports week with speed skating, figure skating, ice hockey and Nordic skiing were planned, but the 1916 Olympics was cancelled after the outbreak of World War I. The first Olympics after the war, the 1920",gemma
artificial-general-intelligence-s4-10-ctx,"Creating AGI is a stated goal of technology companies such as OpenAI, Google, xAI, and Meta. A 2020 survey identified 72 active AGI research and development",gemma
heroic-age-of-antarctic-exploration-s2-13-ctx,"During the Heroic Age, the Antarctic region became the focus of international efforts that resulted in intensive scientific and geographical exploration by 17 major Antarctic expeditions launched from ten countries. The common factor in these expeditions was the limited nature of the resources",gemma
high-renaissance-s2-13-ctx,"Most art historians state that the High Renaissance started between 1490 and 1500, and ended in 1520 with the death of Raphael, although some say the High Renaissance ended about 1525, or in 1527 with the Sack of Rome by the mutinous army of Charles V, Holy Roman Emperor, or about 1530. The best-known exponents of painting, sculpture, and architecture of the High Renaissance include",gemma
mongol-empire-s19-15-ctx,"The Mongol Empire is also referred to as the ""Mongolian Empire"" or the ""Mongol World Empire"" in some English sources. The empire referred to itself as the Nation of the Great Mongols or the Great",gemma
alan-wells-s23-11-ctx,"In his only one-day international, an England victory over the West Indies, his innings was limited by the solidity of England's higher order batting, especially captain Michael Atherton who made his first one-day international century, Wisden observing that ""Wells, making his England debut at 33, had to walk out for a ten-minute thrash after Atherton finally departed to a standing ovation"". It was a similar story in his only Test match three",gemma
medieval-music-s35-13-ctx,"Other plucked stringed instruments included the mandore, gittern, citole and psaltery. The bowed lyra of the Byzantine Empire was the first recorded European bowed",gemma
elizabeth-burchenal-s20-12-ctx,"Ward Crampton) Folk Dances and Singing Games (3 vol., 1909, 1922) ""Athletics for Girls"" (1909, with Jennie Bradley Roessing) Dances of the People (1913) Folk Dances of Denmark (1915) American Country Dances (1917) ""A Constructive Program of Athletics for School Girls: Policy, Method and Activities"" (1919) Folk Dances from Old Homelands (1922) Folk-dancing as a Popular Recreation: A Handbook (1922) National Dances of Ireland (1925) Three Old American Quadrilles (1926) Four Folk Games from Sweden, Finland, Czechoslovakia (1928) Five Folk Dances (1929) Folk Dances of Germany (1938) ""Folk Dances of the United States: Regional Types and Origins"" (1951) Burchenal died in 1959, probably in her eighties, in Brooklyn. Silent footage of Elizabeth Burchenal leading a large group adults in folk",gemma
old-st-mary-s-cemetery-wrought-iron-cross-site-s4-15-ctx,The listing included 55 contributing objects. The National Register database listing for this site does not identify any specific blacksmith whose,gemma
counterspy-meets-scotland-yard-s2-12-ctx,"John, Ron Randell and Amanda Blake. It was the second of two film adaptations based on the radio",gemma
island-nation-s7-15-ctx,"Casting was a challenge, as several local actors and actresses declined roles in the series, for fear of compromising their ability to work in China. Cinema Escapist described Island Nation as ""one of the most compelling series in Taiwanese entertainment",gemma
eugeny-kenig-s29-10-ctx,"Sorensen), London a.o.: Elsevier, 2014 Kenig, E.Y. A Framework for the Modeling of Reactive Separations, In: Process",gemma
history-of-astronomy-s36-11-ctx,"Those descriptions verified ancient knowledge of the Nebra sky disc's celestial depiction as the precise arrangement needed to judge when to insert the intercalary month into a lunisolar calendar, making it an astronomical clock for regulating such a calendar a thousand or more years before any other known method. The Kokino site, discovered in 2001, sits atop an extinct volcanic",gemma
filipino-psychology-s17-8-ctx,Filipino Psychology emerged and grew as part of the nationalist indigenization movement in the Philippines that was formalized in 1975. The roots of Filipino Psychology can be traced,gemma
exoplanet-s15-9-ctx,"The nearest exoplanets are located 4.2 light-years (1.3 parsecs) from Earth and orbit Proxima Centauri, the closest star to the Sun. At the other extreme, there is evidence for extragalactic",gemma
henry-grinnell-s10-14-ctx,"A few years later, with the addition of Henry's brother-in-law, Robert Bowne Minturn, the firm became Grinnell, Minturn & Company, whose operations were greatly expanded by its entry into the general shipping business. The company became one of the strongest and best known mercantile houses in New",gemma
opera-s15-14-ctx,"The mid-to-late 19th century was a golden age of opera, led and dominated by Giuseppe Verdi in Italy and Richard Wagner in Germany. The popularity of opera continued through the verismo era in Italy and contemporary French",gemma
music-theory-s3-8-ctx,"The musicological approach to theory differs from musical analysis ""in that it takes as its starting-point not the individual work or performance but the fundamental materials from which it is built."" Music theory is frequently concerned with describing how musicians and composers make music, including tuning systems and composition methods among other topics. Because of the ever-expanding conception of what constitutes",gemma
taxonomy-biology-s5-14-ctx,"The Swedish botanist Carl Linnaeus is regarded as the founder of the current system of taxonomy, having developed a ranked system known as Linnaean taxonomy for categorizing organisms. With advances in the theory, data and analytical technology of biological systematics, the Linnaean",gemma
scholasticism-s35-11-ctx,"At the same time, the School of Chartres produced Bernard of Chartres's commentaries on Plato's Timaeus and a range of works by William of Conches that attempted to reconcile the use of classical pagan and philosophical sources in a medieval Christian concept using the kludge of integumentum, treating the obviously heretical surface meanings as coverings disguising a deeper (and more orthodox) truth. Abelard himself was condemned by Bernard of Clairvaux at the 1141",gemma
evolutionary-biology-s30-9-ctx,"Another way is by perceived taxonomic group, with fields such as zoology, botany, and microbiology, reflecting what was once seen as the major divisions of life. A third way is by approaches, such as field",gemma
golden-gate-girls-s24-15-ctx,"Kevin M. Thomas of San Francisco's The Examiner praised Golden Gate Girls as ""more than a loving",gemma
sun-s1-14-ctx,"The Sun is the star located at the centre of the Solar System. It is a massive sphere of hot plasma, heated to incandescence by nuclear fusion",gemma
spacex-s5-14-ctx,"The company is credited with advances in rocket propulsion, reusable launch vehicles, human spaceflight, and satellite constellation technology. Musk controls 42% of the outstanding shares of SpaceX and 85% of the voting",gemma
rural-municipality-of-mount-pleasant-no-2-s12-10-ctx,"With a land area of 772.71 km2 (298.34 sq mi), it had a population density of 0.5/km2 (1.4/sq mi) in 2021. In the 2016 Census of Population, the RM of Mount",gemma
italian-renaissance-painting-s19-12-ctx,"The advent of movable type printing in the 15th century meant that ideas could be disseminated easily, and an increasing number of books were written for a broad public. The development of oil paint and its introduction to Italy had lasting",gemma
world-war-i-s10-12-ctx,"The United Kingdom entered the war after Germany invaded Belgium, and the Ottoman Empire joined the Central Powers in November. Germany's strategy in 1914 was to quickly defeat France before transferring its",gemma
climate-s38-9-ctx,"The density and type of vegetation coverage affects solar heat absorption, water retention, and rainfall on a regional level. Alterations in the quantity of atmospheric greenhouse gases (particularly",gemma
primera-divisi-n-de-f-tbol-profesional-apertura-2007-s8-13-ctx,The following players: have played at least one apertura game for the respective club. have not been capped for the El Salvador national football team on any,gemma
mongol-empire-s2-9-ctx,"Originating in present-day Mongolia in East Asia, the medieval empire at its height stretched from the Sea of Japan to Eastern Europe, extending northward into Siberia and east and southward into the Indian subcontinent, mounting invasions of Southeast Asia, and conquering the Iranian Plateau; and reaching westward as far as the Levant and the Carpathian Mountains. The empire emerged from the unification of several nomadic",gemma
military-of-the-mongol-empire-s30-9-ctx,"The present bowmaking tradition emerged after independence in 1921 and is based on Manchu types of bow, somewhat different from the bows known to have been used by the Mongol Empire. Mounted archery had fallen into disuse and has been",gemma
space-exploration-s32-14-ctx,"The spacecraft completed one orbit around the globe, lasting about 1 hour and 48 minutes. Gagarin's flight resonated around the world; it was a demonstration of the advanced Soviet",gemma
elizabeth-burchenal-s6-11-ctx,"Burchenal taught physical education classes at Teachers College, Columbia University from 1903 to 1905. She was executive secretary of the Girls' Branch of the Public",gemma
nude-photography-s19-13-ctx,A feature of this form of advertising is that the imagery used typically has no connection to the product being advertised. The purpose of such imagery is to attract the attention of a potential,gemma
genetics-s13-15-ctx,"The intracellular or extracellular environment of a living cell or organism may increase or decrease gene transcription. A classic example is two seeds of genetically identical corn, one placed in a temperate",gemma
alternative-medicine-s19-14-ctx,"Terminology has shifted over time, reflecting the preferred branding of practitioners. For example, the department of the United States National Institutes of Health studying alternative",gemma
panama-canal-fence-s25-8-ctx,"On December 31, 1999, the United States handed over full control of the canal to Panama. The existence and purpose of the various Canal",gemma
ancient-olympic-games-s40-14-ctx,"Areas around the Mediterranean had a long tradition of physical activities, even though they did not seem to hold regular competitions, with the events being probably the preserve of kings and upper classes. The earliest evidence of athletic tradition in Greece come from late Bronze Age artistic",gemma
opera-web-browser-s9-10-ctx,"In 2019, Opera introduced Opera GX, a gaming-themed version of Opera with additional gaming-related features. The browser has a feature called mods which made it",gemma
nato-bombing-of-the-radio-television-of-serbia-headquarters-s18-10-ctx,"If, in fact, they're off the air even temporarily, as all of you know, one of the three key pillars, along with the security forces and the secret police, have been at least temporarily removed. And it is an enormously important and, I think, positive",gemma
mooring-oceanography-s20-11-ctx,"Profiling crawlers, or prawlers, are sensor bodies which climb and descend the cable to observe at multiple depths. The energy to move is ""free"" in the sense that wave",gemma
the-cambridge-medieval-history-s2-15-ctx,"Publication was delayed by the First World War and changes in the editorial team. The work was planned by John Bagnell Bury, Regius Professor of Modern History at Cambridge",gemma
formation-and-evolution-of-the-solar-system-s24-10-ctx,"The most significant criticism of the hypothesis was its apparent inability to explain the Sun's relative lack of angular momentum when compared to the planets. However, since the early 1980s studies of young stars have",gemma
classical-african-civilization-s11-8-ctx,"Oyo Empire, a kingdom in present-day Nigeria, was founded in the 1300s. It was established by Oranmiyan of the Yoruba",gemma
mooring-oceanography-s11-9-ctx,"In deeper waters, areas covered by sea ice, areas within or near shipping lanes and areas that are prone to theft or vandalism, moorings are often submerged with no surface markers. A submerged mooring typically uses an acoustic or timed",gemma
marco-polo-sings-a-solo-s20-11-ctx,"David Cosier, costume design by Teresa Snider-Stein, lighting design by Brian Aldous, and sound design by Red Ramona. The cast starred Opal Alladin (Freydis), Beeson Carroll (Lusty McBride), Chuck",gemma
list-of-egyptian-deities-s3-15-ctx,"Many Egyptian texts mention deities' names without indicating their character or role, while other texts refer to specific deities without even stating their name, so a complete list of them is difficult to assemble. This list does not include any Pharaohs who were usually deified, some within their own",gemma
tundra-s33-14-ctx,"Research in Alaska has shown fire-event return intervals (FRIs) that typically vary from 150 to 200 years, with dryer lowland areas burning more frequently than wetter highland areas. The biodiversity of tundras is low: 1,700 species of vascular plants and only 48",gemma
medicine-s8-11-ctx,"Prescientific forms of medicine, now known as traditional medicine or folk medicine, remain commonly used in the absence of scientific medicine and are thus called alternative medicine. Alternative treatments outside of scientific medicine with ethical, safety and efficacy",gemma
victoria-falls-airport-s3-11-ctx,"The airport operates 12 hours per day, with immigration and customs services available. It offers facilities and services including aircraft parking, cargo and passenger",gemma
human-skin-color-s9-11-ctx,"Color is not entirely uniform across an individual's skin; for example, the skin of the palm and the soles of the feet is lighter than most other skin; this is more noticeable in darker-skinned people. There is a direct correlation between the geographic distribution of ultraviolet",gemma
wrestling-at-the-1952-summer-olympics-men-s-freestyle-bantamweight-s2-11-ctx,"Nations were limited to one competitor. Bantamweight was the second-lightest category, including wrestlers weighing 52 to 57",gemma
physical-oceanography-s36-8-ctx,"However, localized factors such as evaporation, precipitation, river runoff, and ice formation or melting cause significant variations in salinity. These variations are often most evident in coastal",gemma
rainforest-s2-9-ctx,"Rainforests can generally be classified as tropical rainforests or temperate rainforests, but other types have been described. Estimates vary from 40% to 75% of all biotic",gemma
soap-opera-s15-8-ctx,"Soap operas seldom conclude all their storylines at the same time. When one story thread ends, there are several",gemma
national-museum-of-egyptian-civilization-s22-11-ctx,"In late 2017, Zahi Hawass reported that Francis Ricciardone, the president of the American University in Cairo, donated 5,000 of its artifacts to the National Museum of Egyptian Civilization. The museum hosted the final draw of the 2021 World Men's",gemma
history-of-cartography-s43-11-ctx,"Many scholars throughout history, such as Strabo, Kish, and Dilke, consider Homer to be the founder of the early Greek conception of Earth, and therefore of geography. Homer conceived Earth to be a disk surrounded by a constantly",gemma
order-of-the-british-empire-s22-13-ctx,"With regard to the Medal of the Order (but not the order itself), a distinction was made in 1922 between awards ""for gallantry"" and awards ""for meritorious service"" (each being appropriately inscribed, and the former having laurel leaves decorating the clasp, the latter oak leaves). In 1933, holders of the medal ""for gallantry"", which had come to be",gemma
thingiverse-s6-15-ctx,"Many of the object files are intended for the purposes of repair, decoration or organization. Thingiverse houses more than a million open source hardware designs, that allow prosumers to save",gemma
weezer-red-album-s33-12-ctx,"In the first podcast released on www.riverspodcast.com, Cuomo mentioned playing drums on two songs on the album. In an interview with Pitchfork, Cuomo stated the album would contain ""longer",gemma
list-of-mesh-codes-n04-s1-9-ctx,"The following is a partial list of the ""N"" codes for Medical Subject Headings (MeSH), as defined by the United States National Library of Medicine (NLM). This list continues the information at List of MeSH",gemma
2019-uefa-european-under-21-championship-qualification-group-6-s2-10-ctx,"The composition of the nine groups in the qualifying group stage was decided by the draw held on 26 January 2017, with the teams seeded according to their coefficient ranking. The group was played in home-and-away round-robin format between 27",gemma
butter-tea-s29-12-ctx,"Before work, a Tibetan will typically enjoy several bowlfuls of this beverage, and it is always served to guests. Since butter is the main ingredient, butter tea provides plenty of caloric",gemma
aftermath-of-world-war-ii-s35-13-ctx,"Although the loan was agreed on reasonable terms, its conditions included what proved to be damaging fiscal conditions for sterling. From 1946 to 1948, the UK introduced bread rationing, which it had never",gemma
alan-wells-s23-9-ctx,"In his only one-day international, an England victory over the West Indies, his innings was limited by the solidity of England's higher order batting, especially captain Michael Atherton who made his first one-day international century, Wisden observing that ""Wells, making his England debut at 33, had to walk out for a ten-minute thrash after Atherton finally departed to a standing ovation"". It was a similar story in his only Test",gemma
siliguri-metropolitan-police-s2-15-ctx,"The Commissionerate is part of the West Bengal Police, and is under the administrative control of Home Ministry of West Bengal. It was formed after bifurcation of the Darjeeling and Jalpaiguri Police District, and has eight",gemma
anthropology-s14-15-ctx,"In 1647, the Bartholins, early scholars of the University of Copenhagen, defined l'anthropologie as follows: Anthropology, that is to say the science that treats of man, is divided ordinarily and with reason into Anatomy, which considers the body and the parts, and Psychology, which speaks of the soul. Sporadic use of the term for some of the subject matter occurred subsequently, including its",gemma
byzantines-s22-12-ctx,"Both rulers of the Despotate of Epirus and the Empire of Nicaea were also ""Greek tsars ruling over Greek people"". Equally, among Nordic people such as Icelanders, Varangians (Vikings) and other Scandinavian",gemma
cinema-of-japan-s9-12-ctx,"Anime continues to be massively popular around the world, especially the works of Studio Ghibli, which counts among its highest-grossing films Princess Mononoke (1997), Spirited Away (2001), Howl's Moving Castle (2004), Ponyo (2008), and The Boy and the Heron (2023). As of 2025, the top 16 highest-grossing Japanese films worldwide are all",gemma
dichocoenia-s12-8-ctx,"Sometimes two individual corals grow side by side and intertwine, forming one hump, but in these circumstances they do not fuse and each retains its original colour. Dichocoenia stokesi is found in the western Atlantic",gemma
itlu-sravani-subramanyam-s21-10-ctx,Griddaluru Goplarao of Zamin Ryot praised Jagannadh's screenplay and direction. He added that Ravi Teja's performance was convincing and supporting,gemma
island-country-s3-12-ctx,Island countries are historically more stable than many continental states but are vulnerable to conquest by naval superpowers. Indonesia is the largest and most populated island country (and the fourth,gemma
organizational-ecology-s37-9-ctx,"Specialist organizations maximize their exploitation of the environment and accept the risk of experiencing a change in that environment. On the other hand, generalist organizations accept a lower",gemma
world-war-i-casualties-s8-15-ctx,"Nevertheless, disease, including the 1918 flu pandemic and deaths while held as prisoners of war, still caused about one third of total military deaths for all belligerents. Casualty statistics for World War I vary to a great extent; estimates of total deaths",gemma
lame-ducks-s6-10-ctx,"Later, a private detective called Ansell (played by Brian Murphy), hired by Drake's wife (Primi Townsend), locates the group, but, as an outcast himself, decides to join them. John Duttine as Brian Drake Lorraine Chase as Angie Brian",gemma
replacement-migration-s23-14-ctx,Prime Minister Anthony Albanese's government has viewed skilled migration as crucial for tackling Australia's ageing population and workforce shortages. Chancellor Olaf Scholz's government has actively pursued increased skilled immigration to address Germany's labour,gemma
succession-to-the-byzantine-empire-s28-9-ctx,"After Christianization, the absolute nature of imperial rule remained justified through the idea that the emperor, though no longer divine himself, was the divinely sanctioned ruler on Earth, on behalf of Jesus Christ. The emperor's role as the ruler of the Roman",gemma
order-of-the-british-empire-s1-14-ctx,"The Most Excellent Order of the British Empire is a British order of chivalry, rewarding valuable service in a wide range of useful activities. It comprises five classes of awards across both civil and military divisions, the most",gemma
arctic-exploration-s19-13-ctx,P. Bolton instead located the Issedones people on the south-western slopes of the Altay,gemma
the-voice-russian-tv-series-season-3-s4-11-ctx,"Alexandra Vorobyova was announced the winner on December 26, 2014, marking Alexander Gradsky's third win as a coach, thus expanding his winning streak to third seasons in a row. Leonid Agutin, Pelageya, Alexander Gradsky, and Dima Bilan return for their",gemma
major-rivers-of-the-united-kingdom-s13-11-ctx,Thus the Severn ends at the mouth of the Bristol Avon and the Thames at the Yantlet Line. The currently accepted end of the Severn Estuary is about 18.5,gemma
southern-africa-s13-8-ctx,"In physical geography, the geographical delineation for the subregion is the portion of Africa south of the Cunene and Zambezi Rivers: Botswana, Eswatini, Lesotho, Namibia, South Africa, Zimbabwe, and the part of Mozambique that lies south of the Zambezi River. That definition is most often used in South",gemma
fall-of-the-western-roman-empire-s1-13-ctx,"The fall of the Western Roman Empire, also called the fall of the Roman Empire or the fall of Rome, was the loss of central political control in the Western Roman Empire, a process in which the Empire failed to enforce its rule, and its vast territory was divided among several successor polities. The Roman Empire lost the strengths that had allowed it to exercise effective",gemma
island-nation-s5-15-ctx,"US$2.46 million was spent on the first season, with the Ministry of Culture subsidizing US$0.98 million in production costs. A replica of the Presidential Office Building was built at a Republic of China Navy",gemma
1990s-in-sociology-s25-8-ctx,"Mike Featherstone's, Mike Hepworth's and Bryan Turner's The body: social process and cultural theory is published. Ann Game's Undoing the Social: Towards a deconstructive",gemma
arctic-exploration-s24-14-ctx,"From the local population, he heard news of the mysterious land of Thule, even farther to the north. After six days of sailing, he reached land at the edge of a frozen",gemma
science-history-institute-s22-12-ctx,"A policy council was appointed by the sponsoring institutions to oversee routine operations of the center, and Arnold Thackray was appointed part-time director of the center on April 29, 1982. The center was inaugurated on March 11, 1983, in several vacant basement",gemma
jan-verkade-s31-13-ctx,"At Huelgoat he became withdrawn and meditative, attending Mass for the first time. After some time at Le Pouldu, he went home to Amsterdam for four",gemma
giovanni-visconti-bishop-s1-9-ctx,"Giovanni Visconti was, according to Lorenzo Cardella, nephew of Pope Gregory X. He was ostensibly created cardinal-bishop of Sabina by his",gemma
slavery-in-the-ottoman-empire-s30-12-ctx,"Slaves were brought to the Ottoman empire by three main routes: the trans-Saharan slave trade, to Egypt and Libya; the Red Sea slave trade, across that sea; and the Indian Ocean slave trade, from East Africa via the Indian Ocean and the Arabian Peninsula. These slave routes were all inherited from the Muslim empires which had",gemma
soap-opera-s11-14-ctx,"Soap opera storylines run concurrently, intersect and lead into further developments. An individual episode of a soap opera will generally switch between several concurrent narrative",gemma
2008-box-office-entertainment-awards-s1-15-ctx,"The 38th Guillermo Mendoza Memorial Scholarship Foundation Box Office Entertainment Awards (GMMSF-BOEA) is a part of the annual awards in the Philippines held on May 13, 2008. The award-giving body honors Filipino actors, actresses and other performers' commercial success, regardless of artistic",gemma
ap-music-theory-s6-8-ctx,"In turn, each section is divided into parts. Section I of the exam consists of four-option",gemma
hogna-carolinensis-s44-12-ctx,"Though they are diggers, Carolina wolf spiders do not have specialized digging-anatomy, so it is sometimes easier to take over the burrow of other small organisms. Occasionally, spiders take over the burrow of their mother if she has",gemma
railway-stations-in-sierra-leone-s11-9-ctx,The only advantage of this is to make conversion to standard gauge more easy. Sierra Leone Government Railway Transport in Sierra Leone Rail,gemma
photovoltaic-system-s8-15-ctx,"Operating silently and without any moving parts or air pollution, PV systems have evolved from niche market applications into a mature technology used for mainstream electricity generation. Due to the growth of photovoltaics, prices for PV systems have rapidly declined since their",gemma
history-of-the-ottoman-empire-s26-15-ctx,"In the foundation myth expressed in the story known as ""Osman's Dream"", the young Osman was inspired to conquest by a prescient vision of empire (according to his dream, the empire is a big tree whose roots spread through three continents and whose branches cover the sky). According to his dream the tree, which was Osman's Empire, issued four rivers from its",gemma
history-of-sport-in-australia-s31-9-ctx,The first Australian cricket team to go on tour internationally did so in 1868. The Australian side was an all-Aboriginal one and toured,gemma
language-family-s25-8-ctx,There is a remarkably similar pattern shown by the linguistic tree and the genetic tree of human ancestry that was verified statistically. Languages interpreted in terms of the putative phylogenetic,gemma
baroque-painting-s17-9-ctx,"However, although religious painting, history painting, allegories, and portraits were still considered the most noble subjects, landscape, still life, and genre scenes were also becoming more common in Catholic countries, and were the main genres in Protestant ones. The term ""Baroque"" was initially used with a derogatory",gemma
sexuality-in-ancient-rome-s21-14-ctx,"Even the relevance of the word ""sexuality"" to ancient Roman culture has been disputed; but in the absence of any other label for ""the cultural interpretation of erotic experience"", the term continues to be used. Ancient literature pertaining to Roman sexuality falls mainly into four categories: legal texts; medical",gemma
internal-medicine-s21-10-ctx,"The earliest texts about internal medicine can be found in the Ayurvedic anthologies of Charaka. Internal medicine specialists, also referred to as general internal medicine",gemma
call-my-name-third-day-song-s41-11-ctx,"Billboard magazine also ranked ""Call My Name"" twenty-seventh on their decade-end Hot Christian Songs chart and thirty-sixth on their decade-end Hot Christian AC chart. ""Call My Name"" has been featured on the compilation albums WOW",gemma
el-clon-s13-8-ctx,"The remake debuted on February 15, 2010. It was filmed in Fez, Morocco, with some",gemma
southern-africa-s19-13-ctx,The Southern African Development Community (SADC) was established in 1980 to facilitate co-operation in the region. It includes: Angola Botswana Comoros Democratic Republic of the Congo Eswatini (Swaziland) Lesotho,gemma
enterprise-architecture-s29-15-ctx,"These are models known as views. In the case of EA, these models describe the logical business functions or capabilities, business",gemma
medieval-india-s16-8-ctx,"The subsequent cultural and technological developments transformed Indian society, concluding the late medieval period and beginning the early modern period. One definition includes the period from the 6th",gemma
tarbor-e-jafari-s3-11-ctx,"The following census in 2011 counted 2,103 people in 601 households. The 2016 census measured the population of the village as 1,795",gemma
behavioural-genetics-s5-11-ctx,"In the late 20th and early 21st centuries, technological advances in molecular genetics made it possible to measure and modify the genome directly. This led to major advances in model organism research (e.g., knockout",gemma
cultural-anthropology-s26-9-ctx,"Morgan, like other 19th-century social evolutionists, believed there was a more or less orderly progression from the primitive to the civilized. 20th-century anthropologists largely reject the notion that all human",gemma
neil-brady-s3-11-ctx,Brady enjoyed an exemplary junior hockey career in the WHL with the Medicine Hat Tigers. After scoring 81 points in 72 games and registering over 100,gemma
battlefield-1942-s32-10-ctx,"The Anti-tank role specializes in attacking tanks and other vehicles, but their main weapon is inaccurate against moving enemy infantry. The Medic role has the ability to heal players including",gemma
philosophy-politics-and-economics-s26-13-ctx,"By 2020, a century after its introduction, the degree had spread to 33 universities in the UK and to a total of 172 institutions in 33 countries around the world. The programme is rooted in the view that to understand social phenomena one",gemma
concierge-medicine-s23-13-ctx,"All generally claim to be accessible via telephone or email at any time of day or night or offer some other service above and beyond the customary care. The annual fees vary widely, ranging, on average, from US$195 to US$5,000 per",gemma
vestibule-architecture-s29-8-ctx,"North of the Alps, however, the vestibule developed into a projecting structure united with the main building, recalling the Syrian churches. The method of construction shown in the Palatine",gemma
computational-neuroscience-s17-14-ctx,"About 40 years later, Hodgkin and Huxley developed the voltage clamp and created the first biophysical model of the action potential. Hubel and Wiesel discovered that neurons in the primary visual cortex, the first cortical",gemma
mikage-hokkaido-s2-15-ctx,"The village was formed in 1921 when it separated from the village of Memuro. It was named after the granite which was mined in the area, which is sometimes",gemma
national-queer-asian-pacific-islander-alliance-s9-8-ctx,The largest population centers are in the San Francisco Bay Area and the Greater Los Angeles Area. Following these are the communities in New York,gemma
formation-and-evolution-of-the-solar-system-s30-8-ctx,"When a red giant finally casts off its outer layers, these elements would then be recycled to form other star systems. The nebular hypothesis says that the Solar System",gemma
cinema-of-japan-s6-10-ctx,"Japan has also won the Academy Award for Best International Feature Film five times, more than any other Asian country. Anime rose in popularity during the 1980s, with new animated",gemma
romanus-bishop-of-rochester-s3-9-ctx,"Little is known of his life beyond these facts. Presumably, Romanus came to England with Augustine of Canterbury's",gemma
woodsmoke-and-oranges-s4-13-ctx,"Lankford, Jr. wrote in his Allmusic """"Siebel and company crafted an incredible record that still",gemma
major-rivers-of-the-united-kingdom-s16-9-ctx,"Those rivers which empty into other (non-tidal sections of) rivers are indicated in the table thus*. In Yorkshire, the Aire, Derwent, Don, and Wharfe all",gemma
ancient-greek-philosophy-s3-10-ctx,Greek philosophy continued throughout the Hellenistic period and later evolved into Roman philosophy. Greek philosophy has influenced much of Western culture since its,gemma
woh-saat-din-s37-8-ctx,"When Dr Anand attempts to do this, Maya doesn't allow him to do so. Prem then reaffirms that marriage is a lasting",gemma
classical-period-music-s33-14-ctx,"Even after 1790, Mozart writes about ""the rehearsal"", with the implication that his concerts would have only one rehearsal. Since there was a greater emphasis on a single melodic line, there was greater",gemma
el-clon-s41-11-ctx,"However, the earlier mistakes do not end the love story between Lucas and Jade, and end up reliving a love match. Marisa and Lucas separate, until news of a daughter brings them",gemma
harry-verran-s5-15-ctx,"As a photographer, he served on HMCS Bonaventure and HMCS Magnificent. Verran won the South West Nova electoral district for the Liberal party in the 1993",gemma
baroque-s12-15-ctx,The English word baroque comes directly from the French. Some scholars state that the French word originated from the Portuguese term barroco 'a flawed,gemma
chojnik-castle-s16-12-ctx,"After Wallenstein's persecution and assassination in 1634 Schaffgotsch as his liegeman was arrested, accused of high treason and executed one year later. Ferdinand II seized his property and had Kynast castle occupied by his",gemma
debate-on-the-chineseness-of-the-yuan-and-qing-dynasties-s12-9-ctx,"The debate emerged following the 1868 Meiji Restoration in Japan. In their attempt to rationalize the debate, some Japanese",gemma
industrial-revolution-s7-10-ctx,"By the mid-18th century, Britain was the leading commercial nation, with GDP per capita considerably over the world average. The textile industry was the first to use modern production",gemma
curtis-enterprises-s29-12-ctx,"Although all of the company's films in development were shifted to Curtis Enterprises, Curtleigh Productions remained an active corporation in order to collect previously-established film residuals (percentages of the profits) and to see through the release of Taras Bulba, which had been filmed prior to the couple's separation and would not be released to theaters until December 1962. On June 15, 1962 Leigh filed for divorce in the Santa Monica",gemma
touraine-aoc-s5-13-ctx,"The white wines are made from Chenin blanc grapes (known locally as Pineau Blanc de la Loire), and from Sauvignon blanc and Arbois grapes. The white Touraine wines are dry, fairly firm, lively and full, and keep",gemma
jazz-rap-s4-12-ctx,"The London club scene in the 1960s and 1970s became a canvas for the rare mixing of Jazz tracks. Such tracks were from the Blue Note catalogue, a collection of American",gemma
qattara-depression-project-s38-14-ctx,A canal 60 meters deep would connect the Mediterranean with the depression's edge at this narrow isthmus. This canal would deliver water to the depression as well as being a shipping,gemma
history-of-the-middle-east-s3-8-ctx,"The Sumerians, around the 5th millennium BC, were among the first to develop a civilization. By 3150 BC, Egyptian civilization unified under its",gemma
biological-anthropology-s17-14-ctx,Paleopathology is the study of disease in antiquity. This study focuses not only on pathogenic conditions observable in bones or mummified soft,gemma
origin-mathematics-s1-9-ctx,"In mathematics, the origin of a Euclidean space is a special point, usually denoted by the letter O, used as a fixed point of reference for the geometry of the surrounding space. In physical problems, the choice of origin is often",gemma
exploration-s14-15-ctx,"While the Age of Discovery was partly driven by land routes outside of Europe becoming unsafe, and a desire for conquest, the 17th century also saw exploration driven by nobler motives, including scientific discovery and the expansion of knowledge about the world. This broader knowledge of the world's geography meant that people were able to make world",gemma
cinema-of-india-s2-8-ctx,"Indian cinema is made up of various film industries, each focused on producing films in a specific language, such as Hindi, Telugu, Tamil, Malayalam, Kannada, Bengali, Marathi, Gujarati, Punjabi, Bhojpuri, Assamese, Odia and others. Major centres of film production across the country",gemma
